,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,rank_streams
940,Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,177,Unknown,Major,34,39,16,97,0,12,5,2022-10-21,940
941,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,158,G,Major,48,55,84,43,0,15,12,2022-10-21,941
942,Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,114,D,Minor,62,25,44,51,33,14,3,2022-11-04,942
943,Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,144,F,Major,93,62,61,0,0,12,20,2022-11-04,943
944,The Astronaut,Jin,1,2022,10,28,481,9,203436468,125,F,Major,54,22,76,0,0,14,3,2022-10-28,944
945,BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,142,F,Minor,85,40,43,4,0,39,32,2022-11-04,945
946,Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,120,D,Major,64,11,53,1,0,25,27,2022-11-04,946
947,The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,96,F,Major,57,55,74,22,0,8,4,2022-10-21,947
948,My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,144,A,Major,60,24,39,57,0,8,3,2022-11-03,948
949,Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,166,F#,Major,42,7,24,83,1,12,6,2022-10-21,949
950,A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683,92,C#,Major,80,81,67,4,0,8,6,2022-11-03,950
951,En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612,97,C#,Major,82,67,77,8,0,12,5,2022-10-20,951
952,Alone,Burna Boy,1,2022,11,4,782,2,96007391,90,E,Minor,61,32,67,15,0,11,5,2022-11-04,952
